claim,case_name,overruling_case,label,class
Citizens financing government operations lack the authority to litigate constitutional religious endorsement violations in federal administrative programs financed with non-earmarked congressional allocations.,"[""Hein v. Freedom From Religion Foundation, Inc.""]",,0,Refuted
Statutory safeguards prohibit retaliation for reporting unlawful acts irrespective of spoken or documented communication.,"[""Kasten v. Saint-Gobain Performance Plastics Corp.""]",,0,Refuted
Constitutional norms prohibit executing anyone before their sixteenth birthday.,"[""Thompson v. Oklahoma""]",,0,Refuted
"Such litigation allows a U.S. trial court to independently assess facts based on materials submitted after agency review, unconstrained by the innovation rights agency's earlier determination.","[""Kappos v. Hyatt""]",,1,Supported
Healthcare service organizations cannot necessarily litigate state adjustments to government-aided medical benefits in a judicial forum established for national law disputes if the alterations gain approval from central administrative offices.,"[""Douglas v. Independent Living Center of Southern California""]",,0,Refuted
The federal law establishing atmospheric quality regulations grants the chief environmental authority the power to overturn any state agency's assessment of optimal existing emission-reduction procedures.,"[""Alaska Dept. of Environmental Conserv. v. EPA""]",,0,Refuted
"Appellate panels evaluate rulings from lower tribunals on binding non-judicial dispute outcomes using identical assessment parameters as general litigation, eliminating any unique hurdle to reversal.","[""First Options of Chicago, Inc. v. Kaplan""]",,1,Supported
"The U.S. legislative branch may establish the minimum years of qualification for electing the President, senators, and representatives.","[""Oregon v. Mitchell""]",,1,Supported
The Fifth Amendment does not prevent the government from requiring information for a benefit you can choose not to receive.,"[""Selective Service System v. Minnesota Public Interest Research Group""]",,1,Supported
"Legal accountability for harm caused by uncontrolled inundation hinges on the fluid's composition and discharge rationale, irrespective of the related infrastructure's primary function.","[""Central Green Company v. United States""]",,0,Refuted
"Whether multiple accused persons may be jointly prosecuted is determined by constitutional procedural fairness standards, not prohibition on cruel and unusual punishments within the Constitution.","[""Kansas v. Carr""]",,1,Supported
Judicial authorities can remedy capital punishment errors that stem from inflated offense severity or omitted mitigating evidence.,"[""McKinney v. Arizona""]",,1,Supported
Mandatory public disclosure of personal identifiers for individuals with prior intimate offense convictions contravenes constitutional prohibitions against retroactive criminal sanctions when consequences are fundamentally retributive.,"[""Smith v. Doe""]",,0,Refuted
Statutory provisions granting differential inheritance rights according to legitimacy status impermissibly affect familial ties.,"[""Trimble v. Gordon""]",,0,Refuted
Statutory benefits for occupational injuries apply to terrestrial accidents when a significant causal relationship exists with offshore resource extraction projects.,"[""Pacific Operators Offshore v. Valladolid""]",,0,Refuted
"Governmental entities must weigh all material elements, including monetary outlays, when assessing if enforceable mandates are suitable.","[""Michigan v. Environmental Protection Agency""]",,0,Refuted
"To secure a conviction for obstructing fiscal law enforcement, the prosecution must establish knowledge of a current audit by the revenue collection agency or that an audit was imminent.","[""Marinello v. United States""]",,1,Supported
"To confirm deceptive market investment activity under specific legal requirements, regulators must show the individual facing accusations purposefully engaged in tactics to mislead, control transactional outcomes, and unlawfully take assets.","[""Aaron v. SEC""]",,0,Refuted
Adjudication of civil monetary sanctions does not cease when regulated parties cease violating natural resource statutes post-filing.,"[""Friends of the Earth, Inc. v. Laidlaw Environmental Services (TOC), Inc.""]",,1,Supported
Criminal laws prohibiting material support to designated terrorist organizations can be constitutional even without requiring proof that the person providing support knew the organization was a terrorist organization.,"[""Holder v. Humanitarian Law Project""]",,0,Refuted
It is unlawful for employers to inform federal agencies overseeing lawful presence status about individuals without authorized employment when they engage in collective representation efforts.,"[""Sure-Tan, Inc. v. National Labor Relations Board""]",,1,Supported
U.S. legislative enactments consider administrative decisions made by subnational entities as having binding effect in their geographical jurisdictions.,"[""United States v. Howard""]",,0,Refuted
The discharge of contractual obligations for innovation licensing during insolvency does not extinguish the party's continuing right to leverage shielded creations.,"[""Mission Product Holdings, Inc. v. Tempnology, LLC""]",,1,Supported
Procedural norms for noncitizen removal differ from those in cases seeking imprisonment.,"[""INS v. Lopez-Mendoza""]",,1,Supported
