claim,case_name,overruling_case,label,class
"If another person opens a package, police still need a warrant to see what's inside.","[""Ferguson v. City of Charleston"", ""Illinois v. Rodriguez"", ""United States v. Sokolow"", ""Walter v. United States"", ""Ybarra v. Illinois""]",,1,Supported
"If the government collects donor names but fails to keep them secure, it violates the right to support causes without fear of exposure.","[""Americans for Prosperity v. Bonta""]",,1,Supported
Protest organizers are not responsible for damages caused by violent acts committed by others unless they personally ordered or participated in the violence.,"[""National Association for the Advancement of Colored People v. Claiborne Hardware Company""]",,1,Supported
Individuals may not sue states for monetary damages in federal court based on violations of the Americans with Disabilities Act unless Congress clearly and constitutionally authorized such suits and the remedy is proportional to a constitutional violation.,"[""Board of Trustees of University of Alabama v. Garrett""]",,0,Refuted
The Fourth Amendment does not consider a tracking device a seizure for someone who did not possess the item when the device was installed.,"[""United States v. Karo""]",,1,Supported
"When a law contains multiple provisions regarding property rights, interpreting those provisions to give effect to all parts is preferred, even if some provisions appear redundant.","[""Rubin v. Islamic Republic of Iran""]",,0,Refuted
"To recover substantial damages for a violation of due process, a plaintiff must demonstrate they suffered actual harm as a result of the violation.","[""Carey v. Piphus""]",,0,Refuted
Federal law takes priority over state tax laws on tribal lands.,"[""McClanahan v. Arizona State Tax Commission""]",,1,Supported
A lack of explicit congressional permission does not prevent the removal of cases from state to federal court.,"[""Breuer v. Jim's Concrete of Brevard, Inc.""]",,0,Refuted
Changes to state voting laws require federal approval if they affect voting rights.,"[""Allen v. State Board of Elections"", ""Lopez v. Monterey County""]",,0,Refuted
"Police officers are not personally liable for damages when executing a search warrant approved by a judge, as long as they acted reasonably.","[""Messerschmidt v. Millender""]",,1,Supported
A guilty plea can be challenged if the defendant can prove they were unaware of the actual legal definition of the crime at the time of the plea.,"[""Bousley v. United States""]",,1,Supported
A state may not revoke a professional license solely because the license holder invokes the Fifth Amendment right against self-incrimination.,"[""Spevack v. Klein""]",,0,Refuted
Police cannot use a suspect's friend to manipulate them into confessing.,"[""Spano v. New York""]",,1,Supported
"The public disclosure bar in the False Claims Act applies to information disclosed in state and local government audits and investigations, as well as those conducted by the federal government.","[""Graham County Soil and Water Conservation District v. United States""]",,0,Refuted
Agreeing to commit a crime is a crime even if the crime is never carried out.,"[""United States v. Jimenez Recio""]",,1,Supported
"A court can constitutionally shorten the terms of current elected officials and order special elections in response to a finding of a constitutional violation in redistricting, without a detailed analysis of the violation's severity, potential disruption, or state sovereignty concerns.","[""North Carolina v. Covington""]",,0,Refuted
Federal courts can only overturn a state court's harmless error ruling if the state court's reasoning was wrong under federal law or based on incorrect facts.,"[""Davis v. Ayala""]",Kernan v. Cuero,2,Overruled
SLUSA applies to lawsuits concerning fraud only when the fraud directly relates to the purchase or sale of securities listed on a national exchange or issued by a federally registered investment company.,"[""Chadbourne and Parke LLP v. Troice""]",,0,Refuted
Mental illness that causes a person to misinterpret the reason for their execution can make them ineligible for execution under the Eighth Amendment.,"[""Panetti v. Quarterman""]",,1,Supported
Government agencies may require drug testing of individuals seeking public office without demonstrating a specific drug problem among candidates or officeholders.,"[""Chandler v. Miller""]",,0,Refuted
A judge can issue a search warrant for a newsroom if there is enough evidence to support it.,"[""Zurcher v. Stanford Daily""]",,1,Supported
Federal district courts can review habeas petitions challenging deportation orders for individuals convicted of aggravated felonies.,"[""Calcano-Martinez v. INS""]",,1,Supported
The First Amendment does not protect TV stations that refuse to give federal candidates airtime required by law.,"[""CBS, Inc. v. Federal Communications Commission""]",,1,Supported
Health care tasks that don't require a licensed doctor are not considered medical services under education law.,"[""Irving Independent School District v. Tatro""]",,1,Supported
A prisoner does not need to name a specific prison staff member in their internal complaint to later sue that person in court.,"[""Jones v. Bock""]",,1,Supported
A person cannot be deported for political party membership unless they were actively involved in the group's activities beyond just being a member.,"[""Rowoldt v. Perfetto""]",,1,Supported
Jury instructions that allow conviction based on the drugs only contributing to the death are legally incorrect.,"[""Abdul-Kabir v. Quarterman"", ""Ayers v. Belmontes"", ""Burrage v. United States"", ""Smith v. Texas""]",,1,Supported
You must get permission from a higher court before filing a second request to challenge your conviction or sentence.,"[""Burton v. Stewart""]",,1,Supported
States can refuse to hear Vienna Convention claims if they are not raised at the proper time under state law.,"[""Sanchez-Llamas v. Oregon""]",,1,Supported
A temporary detention is not permissible under the Fourth Amendment when it amounts to an arrest without individualized probable cause.,"[""Michigan v. Summers""]",,0,Refuted
